page_title	selected	notes
Cynaropicrin	Cynaropicrin.svg	image was in the Wikidata item
MKS_Kluczbork	Plakat_na_10_lecie_klubu_15_sierpnia_2013_02.jpg	image was found in the Commons category linked in the Wikidata item
Severin_Cornet	Madrigali_Severin_Cornet.gif	image was found in the same article for the following wikis: frwiki,dewiki
Groningen_theology	Petrus_Hofstede_de_Groot.jpg	image was found in the same article for the following wikis: nlwiki,fywiki
Çayqışlaq	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki
2020_Volta_a_la_Comunitat_Valenciana	VAL_4105_(49520815078).jpg	image was found in the Commons category linked in the Wikidata item
2016_Kansas_City_Royals_season	Chris_Young_delivers_a_pitch_(25592858542).jpg	image was found in the Commons category linked in the Wikidata item
Spålen–Katnosa_Nature_Reserve	Katnosa.jpg	image was found in the same article for the following wikis: nowiki
Punto_de_Vista_International_Documentary_Film_Festival	Cartel_Base_del_Festival_Punto_de_Vista.png	image was found in the same article for the following wikis: eswiki,euwiki
Kwetsang_Rinpoche	Sera8.JPG	image was found in the same article for the following wikis: nlwiki
Wojciech_Jankowski	Polish rowing coach Wojciech Jankowski.jpg	image was in the Wikidata item
Political_action_committee	Hitting_Home_PAC.png	image was found in the Commons category linked in the Wikidata item
Miniseries	Dorothy_McGuire_Ed_Asner_Rich_Man_Poor_Man_1976.JPG	image was found in the same article for the following wikis: plwiki
Mountnorris	Tullyherron_Road,_Mountnorris_-_geograph.org.uk_-_729646.jpg	image was found in the Commons category linked in the Wikidata item
Timeline_of_Brazilian_history	HNB_-_Indien_du_Bresil.JPG	image was found in the same article for the following wikis: frwiki
Cytherea_(fly)	Mating_Bee_Flies._Cytherea_cf_obscura_-_Flickr_-_gailhampshire.jpg	image was found in the same article for the following wikis: specieswiki,frwiki
Campylaspis	Pl. LXIV Campylaspis affinis.jpg	image was in the Wikidata item
Astère_M._Dhondt	Boek begraven in Haarlemmerhouttuinen van Belg Michel Astere Dhondt A'dam, Dhond, Bestanddeelnr 925-1579.jpg	image was in the Wikidata item
Saint-Pierre_Doré	Saint_Pierre_doré_-_Ampélographie.jpg	image was found in the same article for the following wikis: frwiki
Gerald_of_Sauve-Majeure	La_Sauve_église_Saint-Pierre_Vitraux_1.JPG	image was found in the same article for the following wikis: frwiki
2017_Brasil_Open_–_Singles	Pablo_Cuevas.jpg	image was found in the same article for the following wikis: ptwiki
Prostitution_in_Israel	Israel_6_030.Redlight_Bars.jpg	image was found in the Commons category linked in the Wikidata item
Mars,_Aurgazinsky_District,_Republic_of_Bashkortostan	Village Mars (Aurgazinsky District).jpg	image was in the Wikidata item
Persian_Gulf_Online_Organization	JNU-Delhi_University_(14).jpg	image was found in the same article for the following wikis: fawiki
André_Gaudin	André Gaudin en 1902, vainqueur du Match Paris-Lyon en 'Huit' avec barreur.jpg	image was in the Wikidata item
2003_Wimbledon_Championships_–_Mixed_Doubles	Martina_Navratilova_trim.jpg	image was found in the same article for the following wikis: nlwiki
River_Canari	Dominique.png	image was found in the same article for the following wikis: svwiki
Theodorus_the_Atheist	Sanzio_01_cropped.png	image was found in the same article for the following wikis: azwiki
Battle_of_Karánsebes	Abdulhamid_I.jpg	image was found in the same article for the following wikis: plwiki
Titarisios	Tyrnavos_demis.png	image was found in the same article for the following wikis: bgwiki
Denis_de_Sallo	1665_journal_des_scavans_title.jpg	image was found in the same article for the following wikis: lawiki
Child_sexuality	Martin_Van_Maele_-_La_Grande_Danse_macabre_des_vifs_-_21.jpg	image was found in the same article for the following wikis: eowiki,cawiki,euwiki
Henryk_Nowara	Bundesarchiv_Bild_183-08415-0001,_Breslau,_polnischen_Boxmannschaft.jpg	image was found in the same article for the following wikis: dewiki
War_Democrat	George_B._McClellan_-_Brady-Handy.jpg	image was found in the same article for the following wikis: ptwiki
Ossi-Petteri_Grönholm	Ossi-Petteri Grönholm.jpg	image was in the Wikidata item
1891_Wimbledon_Championships	Wilfred Baddeley 1895.jpg	image was in the Wikidata item
Jalance	Jalance (Valencia).jpg	image was in the Wikidata item
1972_Wimbledon_Championships	Billie_Jean_King_©Lynn_Gilbert_1978.jpg	image was found in the same article for the following wikis: dawiki
La_Croix-de-la-Rochette	Clocher la croix.jpg	image was in the Wikidata item
Çomak,_Besni	Adıyaman_location_Besni.png	image was found in the same article for the following wikis: diqwiki
Seeztal	Seeztal.jpg	image was in the Wikidata item
List_of_newspapers_in_Argentina	Gral._A._Rawson.jpg	image was found in the Commons category linked in the Wikidata item
Town_Kelloe	Kelloe_Hall_-_geograph.org.uk_-_474103.jpg	image was found in the Commons category linked in the Wikidata item
1788_in_science	Flora_rossica_1.png	image was found in the Commons category linked in the Wikidata item
Carlo_Andreoli	Antonio Ferri, Ritratto di Carlo Andreoli.jpg	image was in the Wikidata item
Nyírvasvári	Nyírvasvári_címere.jpg	image was found in the Commons category linked in the Wikidata item
Audulf	Wiewerd_goudschat.JPG	image was found in the same article for the following wikis: frrwiki,nlwiki
Lechaeum	Lechaion.jpg	image was in the Wikidata item
Great_Altar_of_Hercules	Ripa - s Maria in Cosmedin Cripta podio Ara Maxima 1030565.JPG	image was in the Wikidata item
N8_road_(Belgium)	N8 (Belgium) - Alveringem.JPG	image was in the Wikidata item
Purgaz	Erzyanj_etnoromantizma_DSC_0133.jpg	image was found in the same article for the following wikis: ukwiki
Pseudexomilus_bicarinatus	Nosnail.png	image was found in the same article for the following wikis: kawiki
Pierre_Yver	Lotus_Esprit_Sport_300_-_Richard_Piper,_Peter_Hardman_&_Olindo_Iacobelli_leads_Porsche_911_Carrera_RSR_-_Yver,_Leconte_&_Chereau_out_of_the_Esses_at_the_1994_Le_Mans_(31853750091).jpg	image was found in the same article for the following wikis: dewiki
Broumov_Airport	Letiště Broumov - Hangár.jpg	image was in the Wikidata item
Drăgănești,_Sîngerei	Места,_восточнее_Drăgăneşti,_юго_восточнее_Nicolaevca_-_там,_в_5-7_километрах_удаления_отсюда_-_panoramio.jpg	image was found in the Commons category linked in the Wikidata item
Roman_Catholic_Diocese_of_San_Rafael	San_Rafael's_Cathedral.jpg	image was found in the same article for the following wikis: ptwiki,ruwiki,frwiki,itwiki
The_Carpenter's_Pencil	Castelo de San Antón A Coruña.JPG	image was in the Wikidata item
Players_Tour_Championship_2011/2012_–_Event_7	Snooker_balls_triangled.png	image was found in the same article for the following wikis: plwiki
Soviet_South_building	ДД Я.А. Баранова н 20 в.JPG	image was in the Wikidata item
Muricodrupa_fiscellum	Muricodrupa_fiscella_001.jpg	image was found in the same article for the following wikis: nlwiki
Ebrach_(Reiche_Ebrach)	Ebrach.jpg	image was found in the same article for the following wikis: dewiki
Disnensky_Uyezd	Vilengub1878.png	image was found in the same article for the following wikis: bewiki,ruwiki
Anna_Iriyama	Anna Iriyama, Alle Müller, Carlos Said, Macarena García de LIKE, La Leyenda nos cuentan sus sueños.jpg	image was in the Wikidata item
Hatrurim_Formation	Hatrurim_formation.png	image was found in the same article for the following wikis: ruwiki
Autovía_LO-20	LO20 Road.JPG	image was in the Wikidata item
Reichstag	Luther_(Wislicenus).jpg	image was found in the same article for the following wikis: swwiki
List_of_Encyclia_species	Encyclia_ceratistes.jpg	image was found in the same article for the following wikis: ruwiki
Ocobamba_District,_La_Convención	Big_terraces_bromeiliads.JPG	image was found in the same article for the following wikis: quwiki
Nieva_District	Escudo_de_Nieva.png	image was found in the Commons category linked in the Wikidata item
Electronegativities_of_the_elements_(data_page)	Pauling_and_Allen_electronegativities.png	image was found in the same article for the following wikis: svwiki
Against_Eratosthenes	Parc de Versailles, Rond-Point des Philosophes, Lysias, Jean Dedieu inv1850n°9452 03.jpg	image was in the Wikidata item
Proechimys	Proechimys_longicaudatus.jpg	image was found in the Commons category linked in the Wikidata item
Hallaryd	Hallaryd2007.jpg	image was in the Wikidata item
Collemancio	Castello_di_Collemancio_(Umbria).jpg	image was found in the same article for the following wikis: itwiki
Cuevas_de_Almudén	Rio El caño - Cuevas de Almudén.jpg	image was in the Wikidata item
Diyallı	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
Acanthopsyche_subteralbata	Acanthopsyche_atra_male.jpg	image was found in the same article for the following wikis: fiwiki
Saint-Paul-des-Landes	Saint-Paul-des-Landes église.JPG	image was in the Wikidata item
2016_Scotland_rugby_union_tour_of_Japan	Ajinomoto_Stadium1.jpg	image was found in the same article for the following wikis: jawiki
Manuela_Bezzola	2008_Summer_Olympics_Taekwondo_-_Charlotte_Craig_v.Manuela_Bezzola_(1).jpg	image was found in the same article for the following wikis: dewiki,frwiki
Cheonseongjinseong	천성진성.jpg	image was found in the same article for the following wikis: kowiki
Ocros_District,_Huamanga	Centro_historico_de_Huamanga_-Ayacucho.jpg	image was found in the same article for the following wikis: aywiki
2012–13_Israel_State_Cup	Netanya-Stadium_02.jpg	image was found in the same article for the following wikis: itwiki
Jack_Harris_(film_editor)	Billy_budd_poster.jpg	image was found in the same article for the following wikis: frwiki
Shir_Kola,_Neka	منظره_ای_بی_نظیر_از_روستای_شیرکلا.jpg	image was found in the same article for the following wikis: fawiki
Nicolás_Mazzarino	Demartini e Mazzarino.jpg	image was in the Wikidata item
Anastasija	MNMA,_Resurrection_dead.JPG	image was found in the same article for the following wikis: srwiki,shwiki
Instituto_Nacional_de_Estudos_e_Pesquisas_Educacionais_Anísio_Teixeira	INEP_fachada.jpg	image was found in the Commons category linked in the Wikidata item
Zoran_Simović	Neuchatel_Maci_Kadrosu.png	image was found in the same article for the following wikis: trwiki
Amethystea	Amethystea_caerulea_49117972.jpg	image was found in the same article for the following wikis: ruwiki
Mahjoub_Sharif	محجوب شريف.jpg	image was in the Wikidata item
Semiramide_riconosciuta_(Porpora)	Nicola_Antonio_Porpora.jpg	image was found in the same article for the following wikis: eswiki
Giorgio_Ordelaffi	Coa_fam_ITA_ordelaffi.jpg	image was found in the same article for the following wikis: itwiki
Crawford_crater	Glikson Western Australia.jpg	image was in the Wikidata item
Zeyvə,_Ismailli	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
C/1992_J1_(Spacewatch)	CometSpacewatch.png	image was found in the same article for the following wikis: frwiki
Terentius_Maximus	Nero_Palatino_Inv618.jpg	image was found in the same article for the following wikis: fiwiki
Hirsch_Berlinski	Grob_Eliahu_Erlicha_i_Poli_Elster-Grave_of_Eliahu_Erlich_and_Pola_Elster.JPG	image was found in the same article for the following wikis: frwiki,plwiki
Selište,_Kuršumlija	Reliefkarte_Serbien.png	image was found in the same article for the following wikis: bgwiki
Mount_Rutford	Vinson-Map.jpg	image was in the Wikidata item
Darak	CM-Departements_par_province.png	image was found in the same article for the following wikis: mswiki
Communauté_de_communes	Carte_CCMGY.png	image was found in the Commons category linked in the Wikidata item
Greenville_District	Liberia_Sinoe.png	image was found in the same article for the following wikis: frwiki
Ilus_Vay	Coa_Hungary_Family_Vay_Luskod_and_Vaja_(1783).svg	image was found in the Commons category linked in the Wikidata item
Northern_bluefin_tuna	Bluefin-big.jpg	image was found in the same article for the following wikis: zh_min_nanwiki
Nagaru_Tanigawa	Lit.jpg	image was found in the same article for the following wikis: zhwiki
Slavče	Slavce-2010-07-08-ObecniUrad.jpg	image was in the Wikidata item
5th_parallel_south	Blue_Marble_Next_Generation_+_topography_+_bathymetry.jpg	image was found in the same article for the following wikis: trwiki
Gustaf_Hägg	Gustaf Wilhelm Petersson-Hägg.png	image was in the Wikidata item
Křovák's_projection	Křovákovo_zobrazení.png	image was found in the same article for the following wikis: cswiki
Scolecoseps	Sandfish3.jpg	image was found in the same article for the following wikis: eswiki
Le_Boulay	Boulay.panorama.jpg	image was in the Wikidata item
Timeline_of_history_of_environmentalism	Dodo-Skeleton_Natural_History_Museum_London_England.jpg	image was found in the same article for the following wikis: eowiki
Hortlax	Hortlax - KMB - 16000300022560.jpg	image was in the Wikidata item
Nordgeorgsfehn_Canal	Torfkraftwerk Wiesmoor 1910.jpg	image was in the Wikidata item
Chandler_Harnish	Chandler Harnish.jpg	image was in the Wikidata item
Upper_Kama_Upland	Верховья_Камы_в_окрестностях_села_Сергино.JPG	image was found in the same article for the following wikis: ttwiki,nlwiki
Aşağı_Zərnav	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
Takashi_Tanihata	Takashi Tanihata.jpg	image was in the Wikidata item
Ahmed_Ben_Said_Jaffar	Ahmed Ben Said Jaffar detail, AFRICOM.jpg	image was in the Wikidata item
Chadagan	Чадаган.jpg	image was in the Wikidata item
Harry_S._Truman's_1949_inaugural_address	Inaugural Truman 1949.jpg	image was in the Wikidata item
1932_European_Figure_Skating_Championships	Gaby Clericetti 1932.jpg	image was in the Wikidata item
1936–37_Ranji_Trophy	Ranji_trophy.jpg	image was found in the same article for the following wikis: hiwiki
Sengzhao	Buddhism_Symbol.png	image was found in the same article for the following wikis: kowiki
Shouchang,_Zhejiang	201812 Shouchang Town Building.jpg	image was in the Wikidata item
Geneina	Darfur report - Page 3 Image 1.jpg	image was in the Wikidata item
The_Phantom_Fortune	Esther_Ralston_Stars_of_the_Photoplay.jpg	image was found in the same article for the following wikis: ptwiki
Soutiers	Map_commune_FR_insee_code_79318.png	image was found in the Commons category linked in the Wikidata item
Ait-Awari_tribe	Usaid_niger_Abalak_082105_touareg.jpg	image was found in the same article for the following wikis: dewiki
List_of_protected_areas_of_Burundi	Rusizi_NP_hippopotamus.jpg	image was found in the same article for the following wikis: nlwiki
Vinemina	Eristalis_tenax_auf_Tragopogon_pratensis_01.JPG	image was found in the same article for the following wikis: specieswiki
1969_in_New_Zealand	1969_Lunar_Landing_(9316776255).jpg	image was found in the Commons category linked in the Wikidata item
Ocularist	Glasauge_Vorder-und_Ruckseite.jpg	image was found in the same article for the following wikis: dewiki
Diving_at_the_2016_Summer_Olympics_–_Men's_3_metre_springboard	Rio_2016._Polo_aquatico._a33_06_(28327533024).jpg	image was found in the same article for the following wikis: dewiki
HMS_Khartoum_(F45)	HMS Janus (F53) IWM FL 003695.jpg	image was in the Wikidata item
Divağac	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: kawiki,azwiki
1859_Erzurum_earthquake	Reliefkarte_Türkei.png	image was found in the same article for the following wikis: kuwiki
Saint-Gilles-de-la-Neuville	Map_commune_FR_insee_code_76586.png	image was found in the Commons category linked in the Wikidata item
Heydar_Babaya_Salam	Shahriyar.jpg	image was found in the same article for the following wikis: fawiki,nowiki
United_States_Air_Force_in_Thailand	นายกรัฐมนตรี_ร่วมงานเลี้ยงรับรองเนื่องในวันกองทัพบก_ณ_-_Flickr_-_Abhisit_Vejjajiva_(3).jpg	image was found in the Commons category linked in the Wikidata item
Fort_Dodge_(United_States_Army_Post)	Scalped_Morrison.jpg	image was found in the same article for the following wikis: svwiki
Dicoelia	Bulletin_du_Jardin_botanique_de_Buitenzorg_(1918)_(20251543780).jpg	image was found in the Commons category linked in the Wikidata item
1945_Balochistan_earthquake	Earthquake_Information_for_Pakistan.png	image was found in the same article for the following wikis: dawiki
Jian_Bozan	翦伯贊.jpg	image was found in the same article for the following wikis: zhwiki
Carmen_Avram	Carmen_AVRAM_Green_Deal_Conference_February_25,_2020.jpg	image was found in the same article for the following wikis: rowiki
Ingmar_Koch	Air_Liquide.jpg	image was found in the same article for the following wikis: dewiki
Åmot,_Vinje	Haukeliekspressen_-_Telemark_Bilruter_-_Åmot,_Vinje.jpg	image was found in the Commons category linked in the Wikidata item
Bouba_Njida_National_Park	Bouba Njida (6841416170).jpg	image was in the Wikidata item
Colleen_Bawn	Simbabwe_karte.png	image was found in the same article for the following wikis: barwiki
Niobe,_regina_di_Tebe	Agostino_Steffani_-_Niobe,_regina_di_Tebe_-_titlepage_of_the_libretto,_Munich_1688.png	image was found in the Commons category linked in the Wikidata item
Maurizio_Milan	Metekhi_and_Peace_Bridges_in_Old_Tbilisi.jpg	image was found in the same article for the following wikis: itwiki
Groß_Niendorf,_Mecklenburg-Vorpommern	Gross Niendorf Kirche 2008-03-26.jpg	image was in the Wikidata item
Masaji_Hiramatsu	Masaji_HIRAMATSU_20200310.jpg	image was found in the same article for the following wikis: jawiki
Primus_inter_pares	Curia_Julia.jpg	image was found in the same article for the following wikis: ruwiki
Bartolomeo_Ghetti_(painter)	Bartolomeo_di_Zanobi_di_Benedetto_Ghetti_-_Caritas_(Charity)_-_KMS3919_-_Statens_Museum_for_Kunst.jpg	image was found in the Commons category linked in the Wikidata item
Shanxi_Agricultural_University	Taigu_Shanxi_Nongye_Daxue_2013.08.27_11-01-19.jpg	image was found in the Commons category linked in the Wikidata item
Magdalena_Mixhuca_Sports_City	Palacio de los Deportes(En el autódromo) - panoramio.jpg	image was in the Wikidata item
Rome_Viterbo_Airport	Luftbild Italien 03 (RaBoe).jpg	image was in the Wikidata item
Payroux	FranceNouvelleAquitainePayrouxEglise.jpg	image was in the Wikidata item
Aad_de_Koning	NH-dorpentocht_1954.jpg	image was found in the Commons category linked in the Wikidata item
Mr._Prokouk	Karel_Zeman_režisér_1947.jpg	image was found in the same article for the following wikis: cswiki
Speed_skating_at_the_Winter_Olympics	Speed skating pictogram.svg	image was in the Wikidata item
Mu'aqqir	ST-Moorish-warrior.jpg	image was in the Wikidata item
Lijiang_pony	Naxi Ethnic Minority (纳西人).jpg	image was in the Wikidata item
Maria_Schicklgruber	Stammbaum_Adolf_Hitler_3.png	image was found in the same article for the following wikis: nowiki
Pierre_Thibaud	Pierre_Thibaud.jpg	image was found in the same article for the following wikis: ruwiki
Sadies	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Large_Luzon_forest_rat	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
1279	Morte_de_D._Afonso_III_-_História_de_Portugal,_popular_e_ilustrada.png	image was found in the Commons category linked in the Wikidata item
Naval_Cathedral	"""Никольский_морской_собор"".jpg"	image was found in the same article for the following wikis: ruwiki
Janowice,_Ostrowiec_County	Swietokrzyskie janowice kwatera ponurego 600 5569 14A.jpg	image was in the Wikidata item
Ross_Island,_North_and_Middle_Andaman_district	2020Oct21-Mount-Terror-Repeater-Install-HR.jpg	image was found in the Commons category linked in the Wikidata item
Gilwell_Campsite	HK_GilwellCampsite_Toilet.JPG	image was found in the Commons category linked in the Wikidata item
National_Ballet_of_Portugal	Companhia_Nacional_do_Bailado.jpg	image was found in the same article for the following wikis: ptwiki
Speed_skating_at_the_1960_Winter_Olympics_–_Women's_3000_metres	Squaw-Valley-Speed-Skating-Venue-1960.jpg	image was found in the same article for the following wikis: nowiki
Valdemanco_del_Esteras	MTN25-0782c1-1996-Valdemanco_del_Esteras.jpg	image was found in the Commons category linked in the Wikidata item
UCI_Mountain_Bike_Marathon_World_Championships	XCrace.jpg	image was found in the same article for the following wikis: ruwiki
Aplao_District	PTAP_Aplao_-_panoramio_(3).jpg	image was found in the Commons category linked in the Wikidata item
2010_European_Athletics_Championships_–_Women's_5000_metres	Estadi_Olímpic_Lluís_Companys_-_Barcelona,_Spain_-_Jan_2007.jpg	image was found in the same article for the following wikis: dewiki
Richard_l'Evêque	Richard (évêque d'Avranches).png	image was in the Wikidata item
Herman_van_Speult	Karta_ID_Maluku_isl.PNG	image was found in the same article for the following wikis: nlwiki
Baby_hamster_kidney_cell	Pfc_bhk21.jpg	image was found in the same article for the following wikis: dewiki
Jan_van_Brakel	Praalgraf-janvanbrakel.jpg	image was in the Wikidata item
1951_in_television	John_McQuade_Charlie_Wild,_Private_Detective_1951.JPG	image was found in the Commons category linked in the Wikidata item
Rodelinda_(6th_century)	IUSTINIANUS_I_-_CONOB_DOC_7_-_851082.jpg	image was found in the same article for the following wikis: ptwiki
Lamblore	Lamblore rivière village église Saint-Martin Eure-et-Loir France.jpg	image was in the Wikidata item
Tungsten(VI)_oxytetrabromide	WOCl4crystal.png	image was found in the same article for the following wikis: dewiki
The_Song_of_Love_(1930_film)	Dria Paola 1930.png	image was in the Wikidata item
Sabadel-Lauzès	P1060297R.jpg	image was in the Wikidata item
Fénery	Bourg de Fénery.jpg	image was in the Wikidata item
Ogoya	Село Огоя.JPG	image was in the Wikidata item
Whataboutism	Vladimir_Putin_and_Donald_Trump_at_the_2017_G-20_Hamburg_Summit_(4).jpg	image was found in the same article for the following wikis: nlwiki
Franck_Ferrari	1858719-franck-ferrari-re-ccedil-oit-la-950x0-2.jpg	image was in the Wikidata item
Narodna_Volya	Narodna_Wola_advertisement.png	image was found in the same article for the following wikis: ukwiki
Marini_(singer)	Marini.jpg	image was in the Wikidata item
Masikia	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
1749_in_science	Frontispiece_to_'Materia_Medica',_1749_Wellcome_L0051734.jpg	image was found in the Commons category linked in the Wikidata item
List_of_states_and_union_territories_of_India_by_households_having_electricity	Electrification_Status_(as_on_date).png	image was found in the same article for the following wikis: elwiki
Stip	Stip_Macedonia_-_Panorama_from_Isar_Hill_1.jpg	image was found in the same article for the following wikis: pswiki
Gehlen_Organization	Future_Federal_Military_Security_and_Intelligence_Agencies.pdf	image was found in the Commons category linked in the Wikidata item
1961_UCI_Road_World_Championships	Rik-van-loy-1273990751.jpg	image was found in the same article for the following wikis: nlwiki
Olingen	Kierch vun Ouljen (2005).jpg	image was in the Wikidata item
San_Luis_tuco-tuco	Ctenomys_amguya_tutu.jpg	image was found in the same article for the following wikis: viwiki
Mendoza,_Álava	Mendoza - Vista desde Estarrona 2.jpg	image was in the Wikidata item
Ziv_Cojocaru	זיו קוז'וקרו.jpg	image was in the Wikidata item
Liberal_Party_(Hungary)	Tisza_Kálmán_Horowitz.jpg	image was found in the same article for the following wikis: huwiki,nlwiki
305	Czapek60.jpg	image was found in the same article for the following wikis: svwiki,bgwiki,iowiki
Battle_of_Tendra	AdmFFUshakoffByBazhanoff-e.jpg	image was in the Wikidata item
Lithuania_in_the_Eurovision_Song_Contest_2010	Inculto_band.jpg	image was found in the same article for the following wikis: ltwiki,frwiki
Anti-Fascist_Struggle_Day	Spomen_park_Brezovica.JPG	image was found in the same article for the following wikis: dewiki,itwiki
MV_Honfleur	FSG Werft EOS April 2019.jpg	image was in the Wikidata item
Guido_Breña_López	Bishopcoa.png	image was found in the same article for the following wikis: frwiki
Solomon_Burke_discography	Solomon_Burke.jpg	image was found in the same article for the following wikis: ptwiki
Bob_Bralove	Bob_Bralove_2006.jpg	image was found in the same article for the following wikis: dewiki
Ludwig_Albrecht_Gebhardi	Lüne_1762.jpg	image was found in the Commons category linked in the Wikidata item
Lopholithodes	Puget Sound King Crab (2917034985).jpg	image was in the Wikidata item
Earle_Morris_(curler)	2015-06-13 08-57-02 curling.jpg	image was in the Wikidata item
Capys_cupreus	CupreusHenningHenning1988OD.jpg	image was found in the same article for the following wikis: specieswiki
Junior_Fasano	Scudettounder16.jpg	image was found in the Commons category linked in the Wikidata item
Maglione	Maglione municipio.jpg	image was in the Wikidata item
Wayfarers_(novel)	Portrett_av_Knut_Hamsun_(1859-1952)_på_Nørholm,_1930.jpg	image was found in the same article for the following wikis: nlwiki
Louis_Charles_Armand_Fouquet	Charles Louis Auguste Fouquet de Belle-Isle - Versailles MV 2993.jpg	image was in the Wikidata item
German_submarine_U-340	U-bootVIIc0001.jpg	image was found in the same article for the following wikis: dewiki
AMX_Mouse	AMX Mouse (Type 2) (top).jpg	image was in the Wikidata item
Ischnocolinae	Chaetopelma olivaceum - D8-09-0343.jpg	image was in the Wikidata item
Lipy,_Lubusz_Voivodeship	Lipy.jpg	image was in the Wikidata item
25th_National_Hockey_League_All-Star_Game	Ticket_All_Star_Game_1972.jpg	image was found in the Commons category linked in the Wikidata item
San_Matteo_in_Merulana	Maggi_1625_San_Matteo_in_Merulana.jpg	image was found in the same article for the following wikis: itwiki
Sai	Sai.png	image was found in the same article for the following wikis: frwiki
Clark_Gayton	Clark Gayton.jpg	image was in the Wikidata item
Rita_Liliom	Rita Liliom 2011.jpg	image was in the Wikidata item
Achromatopsia	BWRainbow.jpg	image was found in the Commons category linked in the Wikidata item
Michael_Kiesling	Michael Kiesling at the Spiel 2017 in Essen.jpg	image was in the Wikidata item
1935_Isle_of_Man_TT	Isle_of_Man_TT.png	image was found in the same article for the following wikis: nlwiki
Ferdinando_Sanseverino,_Prince_of_Salerno	Ferrante-Sanseverino.gif	image was in the Wikidata item
Anlezy	Anlezy - Vue depuis la rue des écoles, 2014.jpg	image was in the Wikidata item
2015_Four_Days_of_Dunkirk	Dunkerque - Quatre jours de Dunkerque, étape 5, 10 mai 2015, arrivée (D88).JPG	image was in the Wikidata item
Heating_system	Tubazioni_coibentate.jpg	image was found in the Commons category linked in the Wikidata item
2009–10_Frauen-Bundesliga	Fussball_Bundesliga_(women).jpg	image was found in the same article for the following wikis: frwiki
Orvilleus	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Eskovia	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Pure_Food_and_Drug_Act	Theodore_Roosevelt_(Nobel_1906).png	image was found in the same article for the following wikis: dewiki
Anthony_G._Watson	Anthony_G._Watson_2014_(13840341835).jpg	image was found in the same article for the following wikis: arwiki
Mollalı,_Barda	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: kawiki,azwiki
1443	St._Jakob_an_der_Sihl.jpg	image was found in the Commons category linked in the Wikidata item
Muzzy_in_Gondoland	Mazi.png	image was found in the same article for the following wikis: svwiki,be_x_oldwiki,eswiki
Colerne_Airfield	RAF Colerne.JPG	image was in the Wikidata item
André_Haefliger	Eckmann Hilton Serre Haefliger.jpg	image was in the Wikidata item
Collegium_of_Foreign_Affairs	CoA_of_Russian_Empire_(1830).png	image was found in the same article for the following wikis: ruwiki
2016_Aegon_Classic_Birmingham_–_Singles	Kerber_BM16_(37)_(27698685691).jpg	image was found in the same article for the following wikis: cswiki
2010_ASB_Classic_–_Doubles	Cara_Black_Acura_Classic_2007.jpg	image was found in the same article for the following wikis: srwiki
Il_prigioniero	Teatro_Comunale_di_Firenze_02.JPG	image was found in the same article for the following wikis: cawiki,eswiki
Tieba_Traoré	ECOLE CAMP TIEBA SIKASSO (4).jpg	image was in the Wikidata item
Sextus_Vettulenus_Cerialis	First_century_Iudaea_province.gif	image was found in the same article for the following wikis: lawiki
Louis_Ellies_Dupin	Louis Ellies Dupin.jpg	image was in the Wikidata item
Laurent_Travini	TRAVNI Laurent ASM2.jpg	image was in the Wikidata item
Buddha_cave	Ajanta_(63).jpg	image was found in the same article for the following wikis: tawiki
Aleksanteri_Ahola-Valo	Omakuva 1924.jpg	image was in the Wikidata item
Pope_Victor_I	Pope Victor I.jpg	image was in the Wikidata item
Carroll_Dale	1962 Topps 82 Carroll Dale.jpg	image was in the Wikidata item
Bachchor_Stuttgart	Bachchor_Stuttgart_in_Madrid_2014.jpg	image was found in the same article for the following wikis: dewiki
Goudi,_Cyprus	PaphosDistrictGoudi,_Cyprus.png	image was found in the Commons category linked in the Wikidata item
The_Treasure_(novel)	1933_La_Mono_de_Sinjoro_Arne_1.jpeg	image was found in the same article for the following wikis: eowiki
Chrono_(series)	Chrono_Trigger_-_Ibis_Time_Gauge.svg	image was found in the Commons category linked in the Wikidata item
Bonanada	Eucharius_Rößlin_Rosgarten_Childbirth.jpg	image was found in the same article for the following wikis: hewiki
Nea_Dimmata	PaphosDistrictNea_Dimmata.png	image was found in the Commons category linked in the Wikidata item
Dimitrije_Mladenović	Dimitrije Mladenović.jpg	image was in the Wikidata item
Antoni_Barwiński	Antoni Barwiński (2004).jpg	image was in the Wikidata item
Crest_Audio	FOH_@_The_Zoo,_Brisbane.jpg	image was found in the same article for the following wikis: plwiki
Jacques_Brival	Jacques Brival.jpg	image was in the Wikidata item
Tadeusz_Machalski	Tadeusz_Machalski_płk_dypl.jpg	image was found in the same article for the following wikis: plwiki
